35.538002,13.091681,262.270000
23.030676,12.821177,199.780000
52.556975,5.407259,79.427000
3.675901,-12.348047,659.120000
-7.573540,40.290611,186.530000
30.732885,-21.186774,88.140000
-32.680048,-1.556479,58.571000
-24.263321,40.522668,31.679000
5.448325,-16.650523,86.779000
4.929662,-15.534757,344.900000
-29.929379,31.918261,98.146000
-39.867838,29.108463,65.666000
-29.189922,21.580975,50.039000
50.190495,-29.565989,78.548000
34.934823,-31.430180,91.670000
-1.950886,44.275300,177.120000
5.616396,43.362753,132.800000
7.738006,44.861790,132.520000
-13.942636,35.289566,212.550000
-40.918195,42.931262,66.434000
-7.093450,53.642654,134.010000
-25.085344,48.390622,188.860000
8.358355,-44.617003,46.998000
24.283441,-44.062091,96.534000
-46.625876,20.367343,116.870000
-44.470338,-10.273179,33.706000
15.808769,37.833660,255.390000
18.890150,16.682342,63.076000
-44.834246,-27.592090,41.429000
-41.968511,-4.402257,144.680000
-47.797472,2.549792,41.868000
19.163965,-4.476111,36.421000
35.968006,13.222533,126.790000
26.076765,31.815533,55.361000
43.593469,-8.192961,72.549000
-5.062235,-34.990196,158.330000
53.625959,-28.156421,211.130000
25.850239,-39.443698,88.315000
27.084592,-24.910485,37.632000
-29.987805,44.815766,60.162000
45.392129,24.758097,44.954000
-45.320343,-29.125870,53.813000
8.348743,39.985342,137.500000
22.883396,28.356208,44.914000
-24.220391,-30.634851,113.480000
-22.387037,-30.102811,172.330000
-25.468494,-21.685780,294.370000
27.655362,-25.035550,427.410000
-4.637999,-31.824623,426.240000
18.254118,43.649320,281.060000
-42.970202,30.215499,304.410000
-35.832366,-40.607102,96.963000
41.143719,28.898687,100.930000
-31.536878,-43.891061,64.814000
32.594194,22.807465,107.410000
4.383907,-32.144670,37.582000
50.938001,10.154547,745.920000
31.749162,34.542119,80.070000
2.579549,44.909952,189.110000
-13.564018,47.729328,470.140000
43.844645,28.180604,127.640000
40.254365,10.119986,192.130000
-33.401564,-20.353493,368.330000
-12.794052,47.052990,971.730000
-47.469956,23.072642,43.091000
