id,label,description,x,y,weight,cluster
94,am j roentg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF ROENTGENOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING</TD></TR></TABLE>",-21.742892,40.070773,835.340000,7
95,am j sci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-23.176037,-51.773662,55.167000,9
96,am j sociol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF SOCIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>SOCIOLOGY</TD></TR></TABLE>",36.521858,22.324214,193.760000,3
97,am j sp med,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF SPORTS MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>ORTHOPEDICS<BR>SPORT SCIENCES</TD></TR></TABLE>",-2.464325,51.797839,406.700000,7
98,am j surg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF SURGERY</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-25.954948,37.902437,430.510000,12
99,am j surg p,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF SURGICAL PATHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PATHOLOGY<BR>SURGERY</TD></TR></TABLE>",-31.084296,31.081684,517.760000,12
100,am j med sc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF THE MEDICAL SCIENCES</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",-27.725016,39.744328,116.360000,10
101,am j trop m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE</TD></TR><TR><TD>Subject category:</TD><TD>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH<BR>TROPICAL MEDICINE</TD></TR></TABLE>",-40.554480,-4.951783,445.970000,12
102,am j vet re,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN JOURNAL OF VETERINARY RESEARCH</TD></TR><TR><TD>Subject category:</TD><TD>VETERINARY SCIENCES</TD></TR></TABLE>",-46.121094,8.596526,270.580000,12
103,am math mo,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN MATHEMATICAL MONTHLY</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",51.404774,-15.802391,76.587000,8
104,am midl nat,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN MIDLAND NATURALIST</TD></TR><TR><TD>Subject category:</TD><TD>BIODIVERSITY CONSERVATION<BR>ECOLOGY</TD></TR></TABLE>",-43.541066,-29.150006,68.208000,14
105,am mineral,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN MINERALOGIST</TD></TR><TR><TD>Subject category:</TD><TD>GEOCHEMISTRY & GEOPHYSICS<BR>MINERALOGY</TD></TR></TABLE>",-18.698746,-51.258766,295.970000,9
106,am natural,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN NATURALIST</TD></TR><TR><TD>Subject category:</TD><TD>ECOLOGY<BR>EVOLUTIONARY BIOLOGY</TD></TR></TABLE>",-46.769582,-27.576978,349.480000,14
107,am poli sci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN POLITICAL SCIENCE REVIEW</TD></TR><TR><TD>Subject category:</TD><TD>POLITICAL SCIENCE</TD></TR></TABLE>",48.381368,19.970319,253.790000,3
108,am psychol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN PSYCHOLOGIST</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",27.467258,26.417271,389.890000,3
109,am scient,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN SCIENTIST</TD></TR><TR><TD>Subject category:</TD><TD>MULTIDISCIPLINARY SCIENCES</TD></TR></TABLE>",12.426028,-5.719948,46.383000,14
110,am sociol r,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN SOCIOLOGICAL REVIEW</TD></TR><TR><TD>Subject category:</TD><TD>SOCIOLOGY</TD></TR></TABLE>",35.899996,22.809358,213.830000,3
111,am statistn,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN STATISTICIAN</TD></TR><TR><TD>Subject category:</TD><TD>STATISTICS & PROBABILITY</TD></TR></TABLE>",48.546847,-1.444383,75.925000,3
112,am surg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN SURGEON</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-24.816586,38.520937,250.440000,12
113,am zoolog,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AMERICAN ZOOLOGIST</TD></TR><TR><TD>Subject category:</TD><TD>ZOOLOGY</TD></TR></TABLE>",-48.706824,-27.733515,53.917000,14
114,anaesthesia,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANAESTHESIA</TD></TR><TR><TD>Subject category:</TD><TD>ANESTHESIOLOGY</TD></TR></TABLE>",-8.125881,39.574749,180.800000,7
115,anaesth i c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANAESTHESIA AND INTENSIVE CARE</TD></TR><TR><TD>Subject category:</TD><TD>ANESTHESIOLOGY<BR>CRITICAL CARE MEDICINE</TD></TR></TABLE>",-8.329403,39.708236,60.579000,7
116,anaesthesis,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANAESTHESIST</TD></TR><TR><TD>Subject category:</TD><TD>ANESTHESIOLOGY</TD></TR></TABLE>",-8.622646,38.564026,63.739000,7
117,an ac brasi,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS</TD></TR><TR><TD>Subject category:</TD><TD>MULTIDISCIPLINARY SCIENCES</TD></TR></TABLE>",-31.060968,-49.443752,30.043000,9
118,analysis,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALYSIS</TD></TR><TR><TD>Subject category:</TD><TD>PHILOSOPHY</TD></TR></TABLE>",44.580572,36.221828,65.863000,3
119,analyst,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALYST</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, ANALYTICAL</TD></TR></TABLE>",-12.442317,-17.628205,388.210000,2
120,analyt chim,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALYTICA CHIMICA ACTA</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, ANALYTICAL</TD></TR></TABLE>",-12.014564,-18.391051,1225.300000,2
121,analyt bioc,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALYTICAL BIOCHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>BIOCHEMICAL RESEARCH METHODS<BR>BIOCHEMISTRY & MOLECULAR BIOLOGY<BR>CHEMISTRY, ANALYTICAL</TD></TR></TABLE>",-13.661080,-6.581257,556.060000,2
122,analyt chem,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANALYTICAL CHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, ANALYTICAL</TD></TR></TABLE>",-12.441011,-16.351035,2050.600000,2
123,anat record,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANATOMICAL RECORD</TD></TR><TR><TD>Subject category:</TD><TD>ANATOMY & MORPHOLOGY</TD></TR></TABLE>",-46.301945,14.880865,89.002000,7
124,anat embryo,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANATOMY AND EMBRYOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>DEVELOPMENTAL BIOLOGY</TD></TR></TABLE>",-46.851513,14.067084,55.010000,4
125,anesth anal,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANESTHESIA AND ANALGESIA</TD></TR><TR><TD>Subject category:</TD><TD>ANESTHESIOLOGY</TD></TR></TABLE>",-7.531977,39.141173,644.020000,7
126,anesthesiol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANESTHESIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ANESTHESIOLOGY</TD></TR></TABLE>",-6.827031,39.444214,584.160000,7
127,angew chem,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, MULTIDISCIPLINARY</TD></TR></TABLE>",3.616862,-13.549287,90.836000,6
128,angiology,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANGIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PERIPHERAL VASCULAR DISEASE</TD></TR></TABLE>",-16.889205,46.509943,76.794000,10
129,angl orthod,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANGLE ORTHODONTIST</TD></TR><TR><TD>Subject category:</TD><TD>DENTISTRY, ORAL SURGERY & MEDICINE</TD></TR></TABLE>",-34.618220,44.722504,139.730000,7
130,anim behav,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANIMAL BEHAVIOUR</TD></TR><TR><TD>Subject category:</TD><TD>BEHAVIORAL SCIENCES<BR>ZOOLOGY</TD></TR></TABLE>",-46.569341,-26.096402,460.990000,14
131,anim feed s,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANIMAL FEED SCIENCE AND TECHNOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURE, DAIRY & ANIMAL SCIENCE</TD></TR></TABLE>",-44.278768,-1.416964,224.550000,2
132,anim reprod,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANIMAL REPRODUCTION SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURE, DAIRY & ANIMAL SCIENCE<BR>REPRODUCTIVE BIOLOGY</TD></TR></TABLE>",-36.271646,1.393630,165.280000,2
133,ann physik,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALEN DER PHYSIK</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",27.801006,-44.209607,37.514000,5
134,ann bot fen,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALES BOTANICI FENNICI</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-33.335409,-17.503497,35.867000,14
135,ann chir,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALES DE CHIRURGIE</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-23.028583,38.650562,37.138000,12
136,ann der ven,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE</TD></TR><TR><TD>Subject category:</TD><TD>DERMATOLOGY</TD></TR></TABLE>",-38.894665,31.751217,67.197000,12
137,ann sci ec,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",52.539991,-27.862225,57.602000,8
138,ann zoo fen,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALES ZOOLOGICI FENNICI</TD></TR><TR><TD>Subject category:</TD><TD>ECOLOGY<BR>ZOOLOGY</TD></TR></TABLE>",-45.028021,-27.511218,34.248000,14
139,ann ap biol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF APPLIED BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>AGRICULTURE, MULTIDISCIPLINARY</TD></TR></TABLE>",-34.501432,-11.460592,69.976000,14
140,ann biomed,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF BIOMEDICAL ENGINEERING</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, BIOMEDICAL</TD></TR></TABLE>",9.079696,2.094394,147.730000,7
141,ann botany,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF BOTANY</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-29.352869,-18.746356,312.080000,14
142,ann clin l,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF CLINICAL AND LABORATORY SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>MEDICAL LABORATORY TECHNOLOGY</TD></TR></TABLE>",-38.727196,24.520362,31.612000,10
143,ann clin bi,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF CLINICAL BIOCHEMISTRY</TD></TR><TR><TD>Subject category:</TD><TD>MEDICAL LABORATORY TECHNOLOGY</TD></TR></TABLE>",-38.773626,23.220925,78.272000,10
144,ann emerg m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF EMERGENCY MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>EMERGENCY MEDICINE</TD></TR></TABLE>",-5.336161,35.429860,277.280000,1
145,ann hum bio,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF HUMAN BIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BIOLOGY<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH</TD></TR></TABLE>",-1.478174,19.610232,48.564000,1
146,ann hum gen,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF HUMAN GENETICS</TD></TR><TR><TD>Subject category:</TD><TD>GENETICS & HEREDITY</TD></TR></TABLE>",-43.355569,24.842063,56.908000,10
147,ann int med,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF INTERNAL MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",-4.290241,37.597424,1040.800000,10
148,ann math,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF MATHEMATICS</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",51.055337,-28.885410,229.290000,8
149,ann neurol,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF NEUROLOGY</TD></TR><TR><TD>Subject category:</TD><TD>CLINICAL NEUROLOGY<BR>NEUROSCIENCES</TD></TR></TABLE>",6.983820,43.413893,602.550000,4
150,ann nuc eng,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF NUCLEAR ENERGY</TD></TR><TR><TD>Subject category:</TD><TD>NUCLEAR SCIENCE & TECHNOLOGY</TD></TR></TABLE>",11.714343,-49.999933,95.238000,8
151,ann occup h,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF OCCUPATIONAL HYGIENE</TD></TR><TR><TD>Subject category:</TD><TD>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH<BR>TOXICOLOGY</TD></TR></TABLE>",-0.230891,2.627227,93.738000,2
152,ann otol rh,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>OTORHINOLARYNGOLOGY</TD></TR></TABLE>",-26.358382,48.310048,216.160000,7
153,ann physics,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF PHYSICS</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, MULTIDISCIPLINARY</TD></TR></TABLE>",26.746847,-45.107987,126.240000,8
154,ann probab,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF PROBABILITY</TD></TR><TR><TD>Subject category:</TD><TD>STATISTICS & PROBABILITY</TD></TR></TABLE>",46.320773,-10.738547,164.140000,8
155,ann reg sci,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF REGIONAL SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>ENVIRONMENTAL STUDIES</TD></TR></TABLE>",41.463405,12.500607,38.123000,3
156,ann statist,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF STATISTICS</TD></TR><TR><TD>Subject category:</TD><TD>STATISTICS & PROBABILITY</TD></TR></TABLE>",47.419113,-4.975953,280.690000,3
157,ann surg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF SURGERY</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-25.943272,36.550654,819.750000,12
158,ann am poli,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>POLITICAL SCIENCE<BR>SOCIAL SCIENCES, INTERDISCIPLINARY</TD></TR></TABLE>",33.322098,24.595833,77.415000,3
159,ann as am g,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS</TD></TR><TR><TD>Subject category:</TD><TD>GEOGRAPHY</TD></TR></TABLE>",38.231863,19.009481,114.610000,3
160,ann ent s a,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-42.453957,-14.234524,166.270000,14
161,ann mo bot,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE MISSOURI BOTANICAL GARDEN</TD></TR><TR><TD>Subject category:</TD><TD>PLANT SCIENCES</TD></TR></TABLE>",-32.864568,-19.475655,65.997000,14
162,ann ny acad,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE NEW YORK ACADEMY OF SCIENCES</TD></TR><TR><TD>Subject category:</TD><TD>MULTIDISCIPLINARY SCIENCES</TD></TR></TABLE>",6.296730,7.034534,895.570000,4
163,ann rheum d,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE RHEUMATIC DISEASES</TD></TR><TR><TD>Subject category:</TD><TD>RHEUMATOLOGY</TD></TR></TABLE>",-20.424339,21.834491,463.110000,7
164,ann rc surg,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND</TD></TR><TR><TD>Subject category:</TD><TD>SURGERY</TD></TR></TABLE>",-25.677406,40.448326,71.740000,12
165,ann thorac,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF THORACIC SURGERY</TD></TR><TR><TD>Subject category:</TD><TD>CARDIAC & CARDIOVASCULAR SYSTEMS<BR>RESPIRATORY SYSTEM<BR>SURGERY</TD></TR></TABLE>",-16.488798,45.023386,1070.800000,10
166,ann trop m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNALS OF TROPICAL MEDICINE AND PARASITOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PARASITOLOGY<BR>PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH<BR>TROPICAL MEDICINE</TD></TR></TABLE>",-41.270414,-5.128083,89.502000,12
167,ann r entom,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF ENTOMOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-42.569455,-13.145127,202.010000,14
168,ann r fluid,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF FLUID MECHANICS</TD></TR><TR><TD>Subject category:</TD><TD>MECHANICS<BR>PHYSICS, FLUIDS & PLASMAS</TD></TR></TABLE>",27.479928,-26.238708,179.840000,8
169,ann r med,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF MEDICINE</TD></TR><TR><TD>Subject category:</TD><TD>MEDICINE, GENERAL & INTERNAL</TD></TR></TABLE>",-39.118622,19.479730,108.000000,15
170,ann r neur,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF NEUROSCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>NEUROSCIENCES</TD></TR></TABLE>",12.234170,11.287289,202.210000,4
171,ann r pharm,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PHARMACOLOGY & PHARMACY<BR>TOXICOLOGY</TD></TR></TABLE>",-42.070497,17.312496,143.670000,15
172,ann r physl,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF PHYSIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PHYSIOLOGY</TD></TR></TABLE>",-45.235175,17.026879,157.230000,15
173,ann r psych,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANNUAL REVIEW OF PSYCHOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>PSYCHOLOGY, MULTIDISCIPLINARY</TD></TR></TABLE>",26.121351,20.169875,241.870000,3
174,antim ag ch,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANTIMICROBIAL AGENTS AND CHEMOTHERAPY</TD></TR><TR><TD>Subject category:</TD><TD>MICROBIOLOGY<BR>PHARMACOLOGY & PHARMACY</TD></TR></TABLE>",-38.791046,14.746774,1117.200000,12
175,antiquity,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ANTIQUITY</TD></TR><TR><TD>Subject category:</TD><TD>ANTHROPOLOGY<BR>ARCHAEOLOGY</TD></TR></TABLE>",-31.265359,-43.469038,103.560000,9
176,apidologie,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APIDOLOGIE</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-43.499310,-15.081726,81.871000,14
177,appl acoust,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED ACOUSTICS</TD></TR><TR><TD>Subject category:</TD><TD>ACOUSTICS</TD></TR></TABLE>",19.175478,-4.500872,75.344000,8
178,appl envir,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED AND ENVIRONMENTAL MICROBIOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>BIOTECHNOLOGY & APPLIED MICROBIOLOGY<BR>MICROBIOLOGY</TD></TR></TABLE>",-29.123132,-7.185745,1956.800000,2
179,appl econ,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED ECONOMICS</TD></TR><TR><TD>Subject category:</TD><TD>ECONOMICS</TD></TR></TABLE>",45.646936,8.300123,185.700000,3
180,appl energ,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED ENERGY</TD></TR><TR><TD>Subject category:</TD><TD>ENERGY & FUELS<BR>ENGINEERING, CHEMICAL</TD></TR></TABLE>",18.428352,-21.415194,93.698000,8
181,appl ent zo,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED ENTOMOLOGY AND ZOOLOGY</TD></TR><TR><TD>Subject category:</TD><TD>ENTOMOLOGY</TD></TR></TABLE>",-40.927679,-13.178482,73.204000,14
182,appl ergon,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED ERGONOMICS</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, INDUSTRIAL<BR>ERGONOMICS</TD></TR></TABLE>",21.998742,10.612974,86.607000,7
183,appl math m,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED MATHEMATICAL MODELLING</TD></TR><TR><TD>Subject category:</TD><TD>ENGINEERING, MULTIDISCIPLINARY<BR>MATHEMATICS, INTERDISCIPLINARY APPLICATIONS<BR>MECHANICS</TD></TR></TABLE>",33.941012,-20.909311,81.916000,8
184,appl math c,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED MATHEMATICS AND COMPUTATION</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED</TD></TR></TABLE>",35.802388,-19.803032,642.850000,8
185,appl math o,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED MATHEMATICS AND OPTIMIZATION</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS, APPLIED</TD></TR></TABLE>",41.432522,-16.068796,39.666000,8
186,appl optics,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED OPTICS</TD></TR><TR><TD>Subject category:</TD><TD>OPTICS</TD></TR></TABLE>",22.681404,-34.167984,1228.900000,5
187,appl phys l,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED PHYSICS LETTERS</TD></TR><TR><TD>Subject category:</TD><TD>PHYSICS, APPLIED</TD></TR></TABLE>",16.892761,-31.623447,7674.200000,5
188,appl spectr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED SPECTROSCOPY</TD></TR><TR><TD>Subject category:</TD><TD>INSTRUMENTS & INSTRUMENTATION<BR>SPECTROSCOPY</TD></TR></TABLE>",-8.313973,-22.917893,225.920000,13
189,appl surf s,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>APPLIED SURFACE SCIENCE</TD></TR><TR><TD>Subject category:</TD><TD>CHEMISTRY, PHYSICAL<BR>MATERIALS SCIENCE, COATINGS & FILMS<BR>PHYSICS, APPLIED<BR>PHYSICS, CONDENSED MATTER</TD></TR></TABLE>",0.397470,-36.370939,860.880000,5
190,aquaculture,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AQUACULTURE</TD></TR><TR><TD>Subject category:</TD><TD>FISHERIES<BR>MARINE & FRESHWATER BIOLOGY</TD></TR></TABLE>",-41.787326,-34.288117,672.730000,14
191,aquatic bot,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>AQUATIC BOTANY</TD></TR><TR><TD>Subject category:</TD><TD>MARINE & FRESHWATER BIOLOGY<BR>PLANT SCIENCES</TD></TR></TABLE>",-32.369380,-31.052242,109.090000,14
192,archaeometr,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ARCHAEOMETRY</TD></TR><TR><TD>Subject category:</TD><TD>ARCHAEOLOGY<BR>CHEMISTRY, ANALYTICAL<BR>CHEMISTRY, INORGANIC & NUCLEAR<BR>GEOSCIENCES, MULTIDISCIPLINARY</TD></TR></TABLE>",-31.112927,-44.593686,54.366000,9
193,arch math,"<TABLE VALIGN='top'><TR><TD>Journal name:</TD><TD>ARCHIV DER MATHEMATIK</TD></TR><TR><TD>Subject category:</TD><TD>MATHEMATICS</TD></TR></TABLE>",54.245808,-21.750187,119.290000,8
